일자,0-9세,10-19세,20-29세,30-39세,40-49세,50-59세,60-69세,70-79세,80세이상,남성(명),여성(명),계(명),사망(명),추정사망(명)
2022-02-27,21284,20557,25632,24905,25933,19804,15260,6281,3902,77605,85953,163558,49,113
2022-02-28,19110,17802,20804,21063,23054,16783,12900,4972,3135,66558,73065,139623,114,118
2022-03-01,19801,17719,20771,22030,22730,16257,12120,4537,3018,67706,71277,138983,112,128
2022-03-02,26787,27961,34287,34422,35741,27019,19900,8032,5071,104529,114691,219220,96,160
2022-03-03,26414,26132,29791,31578,32917,22752,17522,6807,4884,94814,103983,198797,128,194
2022-03-04,32160,34416,43642,42779,42524,31385,23930,9819,6187,126190,140652,266842,186,197
2022-03-05,30725,37556,40021,37683,39470,29472,23521,9652,6218,118256,136062,254318,216,93
2022-03-06,26554,32829,39233,35459,37154,29927,24741,10693,7025,113331,130284,243615,161,156
2022-03-07,24569,29362,32283,29741,32466,26399,21418,9048,5413,98781,111918,210699,139,115
2022-03-08,27949,30898,30751,29362,31487,23531,17574,6862,4289,98089,104614,202703,186,88
2022-03-09,44591,51186,51891,48874,51070,40873,31472,13912,8560,163319,179110,342429,158,118
2022-03-10,42433,46125,47893,48081,49315,38226,31716,14303,9434,152863,174663,327526,206,177
2022-03-11,35615,39960,43198,43566,45025,32744,25550,10625,6688,132862,150109,282971,229,175
2022-03-12,45429,54058,61539,56026,57292,45640,36590,16679,10394,180041,203606,383647,269,215
2022-03-13,43578,47939,52696,49049,51385,41620,36824,16930,10140,165497,184664,350161,251,366
2022-03-14,37374,42565,44618,44404,47571,38004,32504,14415,8317,145797,163975,309772,200,300
2022-03-15,50223,51361,53118,54150,56922,42310,32939,13839,7406,173199,189069,362268,293,259
2022-03-16,52605,56644,57829,57476,59590,48508,40118,17963,9832,190368,210197,400565,164,263
2022-03-17,77057,80319,89386,91748,93424,75504,64216,30511,19010,288766,332409,621175,429,508
2022-03-18,49684,52785,57527,59728,61741,50289,42862,20504,11741,189076,217785,406861,301,370
2022-03-19,48664,50588,51849,53056,55923,47324,42041,20124,11820,177114,204275,381389,319,309
2022-03-20,44270,43388,41943,45608,49152,42392,38303,18926,10634,155175,179441,334616,327,318
2022-03-21,31352,27664,25811,31111,32308,24546,21344,9473,5513,99104,110018,209122,329,204
2022-03-22,55476,50878,42726,53108,55512,40786,32691,14971,7741,166819,187070,353889,384,207
2022-03-23,67388,67093,60549,71693,74472,58787,49729,24730,16332,226967,263806,490773,291,335
2022-03-24,49848,51716,51678,60614,63303,47195,40013,19332,11821,181698,213822,395520,469,424
2022-03-25,40729,44110,44839,50890,53590,41590,35607,17481,10628,156639,182825,339464,393,399
2022-03-26,41743,45009,42728,46878,50531,41751,36913,18296,11679,155701,179827,335528,323,350
2022-03-27,39804,40525,38134,43595,48447,41226,37039,18362,10936,146920,171148,318068,282,365
2022-03-28,27429,25054,22559,27718,29507,21833,19115,8912,5051,89513,97665,187178,287,277
2022-03-29,49347,49988,43014,51911,55325,41480,31991,16091,8330,164213,183264,347477,237,312
2022-03-30,52702,56476,52467,62291,65487,52365,44119,23090,15573,196804,227766,424570,432,459
2022-03-31,37132,40515,42047,48733,51862,39685,33636,17016,10065,146763,173928,320691,375,425
2022-04-01,31556,35643,37143,41234,44524,35211,30409,15457,9062,128507,151732,280239,360,383
2022-04-02,29233,32640,34367,36579,40644,34626,30464,15649,9943,121338,142807,264145,339,343
2022-04-03,27090,27979,28359,32200,36463,31302,28016,14371,8480,107599,126661,234260,306,338
2022-04-04,17967,15796,15820,19379,20171,14912,13086,6371,3660,60347,66815,127162,218,212
2022-04-05,34384,35461,34004,39804,42734,33398,26064,13154,7097,123864,142236,266100,209,240
2022-04-06,31420,35989,38413,41544,43599,36705,30807,16432,11353,131728,154534,286262,371,311
2022-04-07,22954,26774,31970,34221,35453,29182,23972,12667,7593,103142,121644,224786,348,289
2022-04-08,21192,24768,28126,29738,32493,26849,22907,12103,7136,94021,111291,205312,373,306
2022-04-09,19653,22082,24467,25210,27641,24502,22372,12001,7606,85121,100413,185534,338,285
2022-04-10,17467,18725,20586,22344,25063,22737,20303,10852,6378,75099,89356,164455,329,240
2022-04-11,12180,10720,11817,13711,14357,11132,9330,4749,2918,43153,47761,90914,258,145
2022-04-12,23251,26401,28623,31826,33518,28131,21665,11376,5934,98396,112329,210725,171,226
2022-04-13,19583,22957,27271,28696,29332,25642,21546,11748,8616,90051,105340,195391,184,235
2022-04-14,14512,16813,21295,22370,22926,19639,16630,8848,5391,67770,80654,148424,318,196
2022-04-15,12134,13894,17582,18241,19369,17209,14870,7885,4640,57349,68475,125824,264,175
2022-04-16,10489,11187,14366,14762,16119,15096,13637,7543,4696,48863,59032,107895,273,170
2022-04-17,9730,9168,11190,12761,13960,13039,12155,6681,4292,41712,51264,92976,203,147
2022-04-18,6737,5292,6121,7560,7536,5735,4782,2401,1566,22315,25415,47730,132,60
2022-04-19,13040,13607,15416,17508,18776,16209,12935,7264,3721,55025,63451,118476,130,173
2022-04-20,11051,11787,15356,16215,16622,14973,13109,7438,4744,51303,59992,111295,166,190
2022-04-21,8616,9294,13050,13699,13931,12319,10646,5875,3421,41253,49598,90851,147,141
2022-04-22,7665,8109,11295,11833,12270,11327,9922,5498,3124,36597,44446,81043,206,120
2022-04-23,7295,7332,10107,10417,10889,10554,9921,5407,3507,34426,41003,75429,151,129
2022-04-24,6202,6021,8358,9066,9699,9333,8577,4711,2737,29327,35377,64704,109,114
2022-04-25,4405,3611,4641,5542,5335,4215,3585,1843,1184,16192,18169,34361,110,54
2022-04-26,8257,8317,11043,12224,12703,11125,8961,5004,2715,36923,43426,80349,82,116
2022-04-27,7066,7162,10967,11328,11363,10628,9407,5268,3586,35133,41642,76775,141,129
2022-04-28,5183,5416,8776,8730,8825,7788,6817,3708,2217,26162,31298,57460,122,101
2022-04-29,4525,4751,7676,7359,7495,7158,6199,3438,1967,23235,27333,50568,136,83
2022-04-30,3738,4123,6243,5959,6150,6204,5713,3238,1918,19746,23540,43286,70,77
2022-05-01,3528,3754,5242,5152,5505,5264,5026,2805,1495,17296,20475,37771,81,81
